n	expression
3985	(((((0123+4)-56)*7)*8)+9)
3986	(((012*(345-6))+7)-89)
3987	(((0-12)*(345-678))-9)
3988	(((012-3)+4)+(5*(6+789)))
3989	(((012*(345-6))-7)-(8*9))
3990	((0-123)+(((456-7)+8)*9))
3991	((0123+4)+(56*(78-9)))
3992	(((01*23)+((45+6)*78))-9)
3993	(((0-12)*(3-(45*6)))+789)
3994	(((01*23)-4)+(5*(6+789)))
3995	(((0123+45)+67)*(8+9))
3996	((((0123*4)+(5*6))-78)*9)
3997	(((0-12)+34)+(5*(6+789)))
3998	(((012+((3+4)*567))+8)+9)
3999	(((012*(345-6))-78)+9)
4000	(((012*3)-4)*((56+78)-9))
4001	(((012*345)-67)-(8*9))
4002	((((01+2)*34)-56)*(78+9))
4003	(((((012+3)+45)*67)-8)-9)
4004	(((0-12)-(34*5))*(67-89))
4005	((((01*23)-45)+67)*89)
4006	(01+(((23-45)+67)*89))
4007	(((01*23)*4)-(5*(6-789)))
4008	((0123*(45-6))-789)
4009	(((012*345)-(6*7))-89)
4010	(((01*23)+((45+6)*78))+9)
4011	(((01*2)+34)+(5*(6+789)))
4012	(((01+2)+34)+(5*(6+789)))
4013	(((0-1)+234)+((5*(6+78))*9))
4014	((((01*23)-45)+(6*78))*9)
4015	((((012*3)*(45+67))-8)-9)
4016	(((((0*12)+3)+4)*(567+8))-9)
4017	((((012-3)*456)-78)-9)
4018	(((((0*12)+3)+4)-56)*(7-89))
4019	(((((012+3)+45)*67)+8)-9)
4020	((012+3)*(((45+6)*7)-89))
4021	((012+34)+(5*(6+789)))
4022	((((012-3)*456)+7)-89)
4023	(((((0123-45)-6)*7)*8)-9)
4024	((((012-3)*(456-7))-8)-9)
4025	((0123*((45-6)-7))+89)
4026	(((012*345)-(6*7))-(8*9))
4027	(((012*(3+4))*(56-7))-89)
4028	((01*23)-(((4-56)+7)*89))
4029	((01+23)-(((4-56)+7)*89))
4030	(012+(((3+4)-56)*(7-89)))
4031	((((012*3)*(45+67))+8)-9)
4032	(012*((3-456)+789))
4033	((((012*3)*(45+67))-8)+9)
4034	((0123-4)-(5*(6-789)))
4035	((((012-3)*456)-78)+9)
4036	((((0123+456)*7)-8)-9)
4037	(((((012+3)+45)*67)+8)+9)
4038	((((012*345)-6)-7)-89)
4039	((012*((345+6)-7))-89)
4040	((((012-3)*(456-7))+8)-9)
4041	(((((0*1)-234)+5)+678)*9)
4042	((0123+4)-(5*(6-789)))
4043	(((0-1)-(2*345))+(6*789))
4044	(012*((34+(56*7))-89))
4045	((01-(2*345))+(6*789))
4046	((((012-34)+56)*7)*(8+9))
4047	((((012*345)-6)-78)-9)
4048	((01*23)*(((4*5)+67)+89))
4049	((((012*3)*(45+67))+8)+9)
4050	((((01-234)+5)+678)*9)
4051	((012*345)+((6-7)*89))
4052	((((012*345)-6)+7)-89)
4053	(((((01*2)*345)*6)-78)-9)
4054	((((0123+456)*7)-8)+9)
4055	((((012*345)-6)-7)-(8*9))
4056	((((012*345)-67)-8)-9)
4057	((((012-3)*456)-(7*8))+9)
4058	(((((0*12)+3)+4)*567)+89)
4059	((((012*345)+6)-78)-9)
4060	((((012*(345-6))-7)+8)-9)
4061	(((01+2)+((3+4)*567))+89)
4062	((((0-12)*34)*5)+(678*9))
4063	((012*((345-6)+7))-89)
4064	((((012*345)+6)+7)-89)
4065	((((012*345)-6)-78)+9)
4066	(((012+3)*((45*6)+7))-89)
4067	(((0-12)+3456)+(7*89))
4068	(0123+(((4-5)+6)*789))
4069	((((012*345)-6)+7)-(8*9))
4070	((((0123+456)*7)+8)+9)
4071	(((((01*2)*345)*6)-78)+9)
4072	((((012*345)-67)+8)-9)
4073	((012*((345-6)-7))+89)
4074	((((012*345)-67)-8)+9)
4075	((012*((3*4)+(5*67)))-89)
4076	((((0-1)-2)+3456)+(7*89))
4077	((((012*345)+6)-78)+9)
4078	(((01-2)+3456)+(7*89))
4079	(((0*12)+3456)+(7*89))
4080	(012*((345+67)-(8*9)))
4081	(((01*2)+3456)+(7*89))
4082	(((01+2)+3456)+(7*89))
4083	(0123+(45*((6-7)+89)))
4084	((((0-1)+2)+345)+((6*7)*89))
4085	(((01*2)+345)+((6*7)*89))
4086	((((0123+4)+(5*67))-8)*9)
4087	((((012*345)-6)-(7*8))+9)
4088	(((01*23)-((4-56)*78))+9)
4089	((((012+34)-5)+6)*(78+9))
4090	((((012*345)-67)+8)+9)
4091	((012+3456)+(7*89))
4092	((0123+((45+6)*78))-9)
4093	(((012*345)+(6*7))-89)
4094	((((01+23)-45)+67)*89)
4095	((012+345)+((6*7)*89))
4096	(((((012-3)*456)-7)+8)-9)
4097	((((012*345)-(6*7))+8)-9)
4098	((01*234)+(56*(78-9)))
4099	((01+234)+(56*(78-9)))
4100	(((0-123)*4)-(56*(7-89)))
4101	(((012*3)-((4-56)*78))+9)
4102	((0123+4)+(5*(6+789)))
4103	(((012+34)*((5+6)+78))+9)
4104	((0-12)*((345-678)-9))
4105	(01+((23+4)*((56+7)+89)))
4106	((01*2)*((34*(56+7))-89))
4107	(01+(2*((34*(56+7))-89)))
4108	((((0*123)-4)+56)*(7+(8*9)))
4109	((((012+3)+45)*67)+89)
4110	((0123+((45+6)*78))+9)
4111	(((012*((345+6)-7))-8)-9)
4112	(((((012-3)*456)+7)-8)+9)
4113	(((((0*123)+456)-7)+8)*9)
4114	(01234+((5*6)*(7+89)))
4115	((((012*345)-(6*7))+8)+9)
4116	(((012*(345+6))-7)-89)
4117	((01*23)+(((45-6)+7)*89))
4118	(((012*345)+67)-89)
4119	(((((012+3)*45)*6)+78)-9)
4120	(((012*3)+4)*((56+(7*8))-9))
4121	(((012*3)*(45+67))+89)
4122	(((((012*345)+6)-7)-8)-9)
4123	(((01*234)*((5+6)+7))-89)
4124	(((((012*345)-6)+7)-8)-9)
4125	(((012*(345+6))-78)-9)
4126	(((01-234)+(56*78))-9)
4127	(((0*1)-234)+((56-7)*89))
4128	((01-234)+((56-7)*89))
4129	(((012*((345+6)-7))-8)+9)
4130	(((012*(345+6))+7)-89)
4131	((((012*3)-45)+(6*78))*9)
4132	(((((01*2)*34)-5)*67)-89)
4133	(((012*(345+6))-7)-(8*9))
4134	(((0-123)+45)+((6*78)*9))
4135	(((012*345)+67)-(8*9))
4136	(((((012*345)+6)+7)-8)-9)
4137	(((012*(345-6))+78)-9)
4138	(((((012*345)+6)-7)+8)-9)
4139	(((((0-1)+23)*4)*56)-789)
4140	(((((012*345)+6)-7)-8)+9)
4141	(((01+234)*((5+6)+7))-89)
4142	(((0123+456)*7)+89)
4143	(((012*(345+6))-78)+9)
4144	(((01-234)+(56*78))+9)
4145	(((012*345)-67)+(8*9))
4146	(((0-12)+3456)+(78*9))
4147	(((012*(345+6))+7)-(8*9))
4148	(((0-1)+234)-(5*(6-789)))
4149	((((012+3)*4)*56)+789)
4150	(((012*(345-6))-7)+89)
4151	((((012-3)*456)+(7*8))-9)
4152	(((((012*345)+6)+7)+8)-9)
4153	(((012*((345-6)+7))-8)+9)
4154	(((((012*345)+6)+7)-8)+9)
4155	(((012*(345-6))+78)+9)
4156	(((((012*345)+6)-7)+8)+9)
4157	(((01-2)+3456)+(78*9))
4158	(((0*12)+3456)+(78*9))
4159	(((((0-12)-34)+567)*8)-9)
4160	(((01*2)+3456)+(78*9))
4161	(((01+2)+3456)+(78*9))
4162	(((012*345)-67)+89)
4163	((((012*(3+45))+6)*7)+89)
4164	(((012*(345-6))+7)+89)
4165	((((012*345)+(6*7))-8)-9)
4166	((((012-3)*(456+7))+8)-9)
4167	(((((012*34)+56)+7)-8)*9)
4168	((((012-3)*(456+7))-8)+9)
4169	((((012-3)*456)+(7*8))+9)
4170	((012+3456)+(78*9))
4171	((((0-12)-34)+5)+((6*78)*9))
4172	(((01+2)*((3*456)-7))+89)
4173	((((012-3)*456)+78)-9)
4174	((0123*(45-6))-(7*89))
4175	((((01*2)-34)-5)+((6*78)*9))
4176	(((((01*23)+456)-7)-8)*9)
4177	(01234+(((5*67)-8)*9))
4178	(((01-2)-3)-((45+6)*(7-89)))
4179	((((01*2)*3)*((4*5)+678))-9)
4180	(((0*12)-3)-(((4*5)-67)*89))
4181	((((012*345)+(6*7))+8)-9)
4182	((((0*123)-45)-6)*(7-89))
4183	((((0123-4)-5)-67)*89)
4184	((((012+3)*(45-6))*7)+89)
4185	(((((01+23)+456)-7)-8)*9)
4186	((((012-3)*456)-7)+89)
4187	(((012*345)-(6*7))+89)
4188	((0123-((4-56)*78))+9)
4189	((((0-1)+23)-45)+((6*78)*9))
4190	((((012*345)+67)-8)-9)
4191	((((012-3)*456)+78)+9)
4192	((012-3)-(((4*5)-67)*89))
4193	((((012*345)+6)+(7*8))-9)
4194	(((((012-3)+456)-7)+8)*9)
4195	((((01*2)*34)*(56+7))-89)
4196	((01+((2*34)*(56+7)))-89)
4197	((012+3)-((45+6)*(7-89)))
4198	((012+3)-(((4*5)-67)*89))
4199	((((01+(2*34))-5)*67)-89)
4200	((((012-3)*456)+7)+89)
4201	(01+((2+3)*((45+6)+789)))
4202	((((012*(345+6))+7)-8)-9)
4203	((((012*345)-6)+78)-9)
4204	((((012*(345+6))-7)+8)-9)
4205	(((012*(3+4))*(56-7))+89)
4206	((((012*345)+67)+8)-9)
4207	((012*((345+6)+7))-89)
4208	((((012*345)+67)-8)+9)
4209	((01*234)+(5*(6+789)))
4210	((01+234)+(5*(6+789)))
4211	((((012*345)+6)+(7*8))+9)
4212	((((0*12345)+6)*78)*9)
4213	((((012*345)-6)+7)+(8*9))
4214	(((01+2)*((3*456)+7))+89)
4215	((((012*345)+6)+78)-9)
4216	((((012*345)-6)-7)+89)
4217	((012*((345+6)-7))+89)
4218	(0123+(((456+7)-8)*9))
4219	((012*(345+6))-(7*(8-9)))
4220	((((012*(345+6))+7)-8)+9)
4221	((((012*345)-6)+78)+9)
4222	(((((01*2)*345)*6)-7)+89)
4223	(((((012+3)-4)*56)*7)-89)
4224	((((012*345)+67)+8)+9)
4225	(((012-3)-4)*(56+789))
4226	(01-(((2-3)-4)*(56+789)))
4227	(0123-((456*(7-8))*9))
4228	((((012*345)+6)-7)+89)
4229	((012*345)-((6-7)*89))
4230	((((012*345)-6)+7)+89)
4231	((((012+3)*4)*(5+67))-89)
4232	((((0-123)-4)+(56*78))-9)
4233	(((0-12)+3456)+789)
4234	(((0-123)-4)+((56-7)*89))
4235	(((01-23)+45)+((6*78)*9))
4236	(0123+(((456-7)+8)*9))
4237	((((0-123)*4)-5)+(6*789))
4238	((0-12)+(34*((56+78)-9)))
4239	(((0123+(45*6))+78)*9)
4240	((((0-12)+345)*(6+7))-89)
4241	((012*((345-6)+7))+89)
4242	((((0-1)-2)+3456)+789)
4243	((((0*1)-2)+3456)+789)
4244	(((01-2)+3456)+789)
4245	(((0*12)+3456)+789)
4246	((((0-1)+2)+3456)+789)
4247	(((01*2)+3456)+789)
4248	(((01+2)+3456)+789)
4249	((01-2)+(34*((56+78)-9)))
4250	((((0-123)-4)+(56*78))+9)
4251	(((0123*(4+(5*6)))+78)-9)
4252	((01*2)+(34*((56+78)-9)))
4253	(((012*345)+((6+7)*8))+9)
4254	(((01-2)-((34-567)*8))-9)
4255	(((((0*12)-34)+567)*8)-9)
4256	(((012-3)*(456+7))+89)
4257	((012+3456)+789)
4258	((((0-123)+4)+(56*78))+9)
4259	(((012*(345+6))+(7*8))-9)
4260	(012*(((3+(45*6))-7)+89))
4261	(((0-12)-((34-567)*8))+9)
4262	(012+(34*((56+78)-9)))
4263	(0123+((4+56)*(78-9)))
4264	((((0*123)+4)-56)*(7-89))
4265	(((((01-2)-34)+567)*8)+9)
4266	(((((012+3)*4)+5)*67)-89)
4267	((012-((34-567)*8))-9)
4268	(((01-(23*4))+(56*78))-9)
4269	(((012*345)-6)+((7+8)*9))
4270	((01-(23*4))+((56-7)*89))
4271	(((012*345)+(6*7))+89)
4272	((012*34)+(56*(78-9)))
4273	(((((0*12)-34)+567)*8)+9)
4274	(((((0*1)-23)*4)*5)+(6*789))
4275	(((((012*34)-5)-6)+78)*9)
4276	(((01+2)-((34-567)*8))+9)
4277	(((012*(345+6))+(7*8))+9)
4278	((((01*23)+45)-6)*(78-9))
4279	(((012*345)+67)+(8*9))
4280	(((01*23)+45)+((6*78)*9))
4281	(((012*(345+6))+78)-9)
4282	(((01+(23*((4*5)+6)))*7)+89)
4283	(((((01*2)*34)*(56+7))+8)-9)
4284	((0-1234)-((5-67)*89))
4285	((012-((34-567)*8))+9)
4286	(((01-(23*4))+(56*78))+9)
4287	(((01*2)*((345*6)+78))-9)
4288	((01+(2*((345*6)+78)))-9)
4289	(((((01*2)-34)+567)*8)+9)
4290	((0123-45)+((6*78)*9))
4291	(((012*(345+6))+7)+(8*9))
4292	((((0-1)-234)+(567*8))-9)
4293	(((((012*3)+456)-7)-8)*9)
4294	(((01-234)+(567*8))-9)
4295	(((012*((345+6)+7))+8)-9)
4296	(((012*345)+67)+89)
4297	(((((01+2)-34)+567)*8)+9)
4298	((01-((2-34)*(56+78)))+9)
4299	(((012*(345+6))+78)+9)
4300	((012*3)+((4-56)*(7-89)))
4301	(((01*234)*((5+6)+7))+89)
4302	(((((01*23)+456)+7)-8)*9)
4303	((01-234)+(((56+7)*8)*9))
4304	((01*2)*(((345*6)-7)+89))
4305	(0123*(((4-56)+78)+9))
4306	(0123-(((4*5)-67)*89))
4307	((((0-1)+(23*4))*56)-789)
4308	(((012*(345+6))+7)+89)
4309	(((((0*1)-2)*34)+(56*78))+9)
4310	(((((01*2)*34)-5)*67)+89)
4311	(((((01+23)+456)+7)-8)*9)
4312	(((01-234)+(567*8))+9)
4313	((((0-12)-34)+(56*78))-9)
4314	((01*2)*((3*456)+789))
4315	(01+(2*((3*456)+789)))
4316	(((((01*2)*34)+5)*(67-8))+9)
4317	(((((0-12)-3)*4)+(56*78))+9)
4318	((((01*23)+(4*56))+7)*(8+9))
4319	(01234-(5*(6-(7*89))))
4320	(((((01*23)+456)-7)+8)*9)
4321	(01234+(((5*67)+8)*9))
4322	(((((0-1)-2)-34)+(56*78))-9)
4323	((012*34)-(5*(6-789)))
4324	((((01-2)-34)+(56*78))-9)
4325	((((0*12)-34)+(56*78))-9)
4326	(((01-2)-34)+((56-7)*89))
4327	((((01*2)-34)+(56*78))-9)
4328	((((01+2)-34)+(56*78))-9)
4329	((((0-123)*4)*5)+6789)
4330	(((01*23)-456)*((7-8)-9))
4331	((((0-12)*34)+5)+(6*789))
4332	((01*2)*(((345*6)+7)+89))
4333	((((01-23)-4)+(56*78))-9)
4334	(((0123+4)-5)+((6*78)*9))
4335	(((01-23)-4)+((56-7)*89))
4336	(((0123-4)+5)+((6*78)*9))
4337	(((012-34)+(56*78))-9)
4338	((012-3)*((4+567)-89))
4339	((012*(34+(5*67)))-89)
4340	(((((0*1)-23)+4)+(56*78))-9)
4341	((((01*234)+56)*(7+8))-9)
4342	((((01-2)-34)+(56*78))+9)
4343	((((0*12)-34)+(56*78))+9)
4344	(((0123+4)+5)+((6*78)*9))
4345	((((01*2)-34)+(56*78))+9)
4346	((((01+2)-34)+(56*78))+9)
4347	(((0123-4)-56)*(78-9))
4348	((01+((2*3)*(45+678)))+9)
4349	((012*(3-4))+((56-7)*89))
4350	((01+2)*(((3*456)-7)+89))
4351	((((012-34)+567)*8)-9)
4352	(((((0*12)-3)-4)+(56*78))-9)
4353	(((0123+((4+56)*7))*8)+9)
4354	((((((012+3)*4)+5)*67)+8)-9)
4355	(((0-123)+4567)-89)
4356	(((012-34)*(56-78))*9)
4357	(((0*123)-4)+((56-7)*89))
4358	(((0*1)-234)-(56*(7-89)))
4359	((((0*1234)+56)*78)-9)
4360	((01+((234+56)*(7+8)))+9)
4361	((((0*1234)+56)-7)*89)
4362	(0123+(((456+7)+8)*9))
4363	((((01*23)*4)*56)-789)
4364	((01+((23*4)*56))-789)
4365	(((((012*34)+5)-6)+78)*9)
4366	(((012-3)-4)+((56-7)*89))
4367	((((((0-1)-23)+4)+567)*8)-9)
4368	((((01-2)+34)-5)*(67+89))
4369	((((012-34)+567)*8)+9)
4370	((((012+3)-4)+(56*78))-9)
4371	((01-((2-345)*(6+7)))-89)
4372	(((0-123)+4567)-(8*9))
4373	((0-1234)+((56+7)*89))
4374	(((((01*23)+45)*6)+78)*9)
4375	(01+((((23+45)*6)+78)*9))
4376	((01-(((23-4)-567)*8))-9)
4377	((((0*1234)+56)*78)+9)
4378	((0123*45)-((6+7)*89))
4379	((01234+((56*7)*8))+9)
4380	((0123+45)+((6*78)*9))
4381	((((0*123)+4)+(56*78))+9)
4382	((((012-3)-4)+(56*78))+9)
4383	((012*34)+(5*(6+789)))
4384	(((0-12)+(345*(6+7)))-89)
4385	((012*((345+6)+7))+89)
4386	((((0-1)-2)-345)+(6*789))
4387	(0123+((4-56)*(7-89)))
4388	(((01-2)-345)+(6*789))
4389	(((0*12)-345)+(6*789))
4390	((((0-1)+2)-345)+(6*789))
4391	(((01*2)-345)+(6*789))
4392	(((01+2)-345)+(6*789))
4393	((((0*12)+34)+(56*78))-9)
4394	(((01-2)+34)+((56-7)*89))
4395	((((01*2)+34)+(56*78))-9)
4396	((0123*45)-(67*(8+9)))
4397	((((01+23)-4)+(56*78))+9)
4398	(((((0123+4)*5)+6)*7)-89)
4399	((((0-12)+34)+(56*78))+9)
4400	(((((0-1)+23)+45)*67)-89)
4401	((012-345)+(6*789))
4402	((01+234)-((5-(6*78))*9))
4403	(((((0-1)+23)+4)+(56*78))+9)
4404	(012*((345-67)+89))
4405	(((012+34)+(56*78))-9)
4406	((((012*34)*(5+6))+7)-89)
4407	((012+34)+((56-7)*89))
4408	((012+(345*(6+7)))-89)
4409	((((012*3)-4)+(56*78))+9)
4410	((((01-2)+34)+(56*78))+9)
4411	((((0*12)+34)+(56*78))+9)
4412	(((((0-1)+2)+34)+(56*78))+9)
4413	((((01*2)+34)+(56*78))+9)
4414	((((01+2)+34)+(56*78))+9)
4415	((((0123-(4*5))*6)*7)+89)
4416	((((01+2)*34)-56)*(7+89))
4417	((((012*3)+4)+(56*78))+9)
4418	((((0-12)+345)*(6+7))+89)
4419	(((01+(23*4))*56)-789)
4420	((01+((23*4)*(56-7)))-89)
4421	(((012+3)*4)+((56-7)*89))
4422	((((01*2)+345)*(6+7))-89)
4423	(((012+34)+(56*78))+9)
4424	(((0*1234)+56)*(7+(8*9)))
4425	(((01*23)*((45*6)-78))+9)
4426	((((0-123)+4)+(567*8))+9)
4427	((((0-123)+4567)-8)-9)
4428	((((01*234)*5)-678)*9)
4429	(01+(((234*5)-678)*9))
4430	((01*2)*(((345-67)*8)-9))
4431	(((((0123*4)+56)+7)*8)-9)
4432	((01+((2*34)*56))+(7*89))
4433	((((0123+4)*5)*6)+(7*89))
4434	((01+2)*((3*(456+7))+89))
4435	(((0-1234)+5678)-9)
4436	(((0-123)+((4+567)*8))-9)
4437	(((01+(234*5))-678)*9)
4438	(((0-1)+((2*(345-67))*8))-9)
4439	((((01*2)*(345-67))*8)-9)
4440	((01+((2*(345-67))*8))-9)
4441	(((((0123*4)-5)+67)*8)+9)
4442	((((0-12)*3)+4567)-89)
4443	(((0-1)-2345)+6789)
4444	(((0*1)-2345)+6789)
4445	((01-2345)+6789)
4446	(((((01*23)+456)+7)+8)*9)
4447	(((((01-2)+3)*4)*567)-89)
4448	((((0-12)*3)*4)-(56*(7-89)))
4449	(((((0123*4)+56)+7)*8)+9)
4450	((((012-34)+5)+67)*89)
4451	((((01*23)*4)+(56*78))-9)
4452	(((01+(23*4))+(56*78))-9)
4453	(((0-1234)+5678)+9)
4454	((((0-1)-23)+4567)-89)
4455	((((0*1)-23)+4567)-89)
4456	(((01-23)+4567)-89)
4457	((((01*2)*(345-67))*8)+9)
4458	((01+((2*(345-67))*8))+9)
4459	((((0-12)*3)+4567)-(8*9))
4460	(((01-(2*34))+(567*8))-9)
4461	((((0-123)+4567)+8)+9)
4462	((01*2)*((34*(56+7))+89))
4463	((((0-12)-3)+4567)-89)
4464	(012*(((3+456)-78)-9))
4465	(((0-123)-4)-(56*(7-89)))
4466	(((0-1)+((23+45)*67))-89)
4467	((((01*23)+45)*67)-89)
4468	((01+((23+45)*67))-89)
4469	((((0-12)+3)+4567)-89)
4470	(((01+(23*4))+(56*78))+9)
4471	((((0-1)-(2*3))+4567)-89)
4472	(((((0*1)-2)*3)+4567)-89)
4473	((((01+234)*5)-678)*9)
4474	((((01-2)-3)+4567)-89)
4475	((((0*12)-3)+4567)-89)
4476	(((((0-1)+2)-3)+4567)-89)
4477	((((01*2)-3)+4567)-89)
4478	(((0*123)+4567)-89)
4479	((01-((2-3)*4567))-89)
4480	((((01-2)+3)+4567)-89)
4481	((((0*12)+3)+4567)-89)
4482	(((((0-1)+2)+3)+4567)-89)
4483	((((01*2)+3)+4567)-89)
4484	((((01*2)*3)+4567)-89)
4485	(((01+(2*3))+4567)-89)
4486	(((0123+4)+(56*78))-9)
4487	(((012-3)+4567)-89)
4488	((0123+4)+((56-7)*89))
4489	((((01-23)-45)*67)*(8-9))
4490	(((01-(2*3))+4567)-(8*9))
4491	((012-345)+((67*8)*9))
4492	(((((0123+4)*5)-6)*7)+89)
4493	(((012+3)+4567)-89)
4494	((((0-1)-234)-5)+(6*789))
4495	(((0*123)+4567)-(8*9))
4496	(((01-234)-5)+(6*789))
4497	((((01-2)+3)+4567)-(8*9))
4498	((((0*12)+3)+4567)-(8*9))
4499	((((0-12)-34)+(567*8))+9)
4500	((((0-1)+23)+4567)-89)
4501	(((01*23)+4567)-89)
4502	(((01+23)+4567)-89)
4503	(((((0123*4)+5)+67)*8)-9)
4504	(((012-3)+4567)-(8*9))
4505	(((012-34)+(567*8))-9)
4506	(((01-234)+5)+(6*789))
4507	(((((0-1)-23)+4)+(567*8))-9)
4508	(((01+23)+4)*((5+67)+89))
4509	(((0123+456)-78)*9)
4510	(((012+3)+4567)-(8*9))
4511	((((0*12)-34)+(567*8))+9)
4512	((((012+34)-5)+6)*(7+89))
4513	(((((0*123)-4)+567)*8)+9)
4514	(((012*3)+4567)-89)
4515	(((012*(3-4))+(567*8))-9)
4516	(((0-123)+4567)+(8*9))
4517	((012*(34+(5*67)))+89)
4518	(((01*23)+4567)-(8*9))
4519	(((01+23)+4567)-(8*9))
4520	(((((0*12)-3)-4)+(567*8))-9)
4521	(((((0123*4)+5)+67)*8)+9)
4522	((((0-12)+345)-67)*(8+9))
4523	(((012-34)+(567*8))+9)
4524	(012*(((3+456)+7)-89))
4525	((01-(2*34))-(56*(7-89)))
4526	(((((0-1)-23)+4567)-8)-9)
4527	((((0*1234)+567)*8)-9)
4528	((((01-23)+4567)-8)-9)
4529	((((01*23)*4)*56)-(7*89))
4530	(((((0-12)*3)+4567)+8)-9)
4531	(((012*3)+4567)-(8*9))
4532	(((((0-12)*3)+4567)-8)+9)
4533	(((0-123)+4567)+89)
4534	((((01+23)+45)*67)-89)
4535	(((((0-12)-3)+4567)-8)-9)
4536	(012+((34-5)*(67+89)))
4537	(((01+23)-((4-567)*8))+9)
4538	((((012+3)-4)+(567*8))-9)
4539	(((((01*23)+45)*67)-8)-9)
4540	((((012-3)+4)+(567*8))-9)
4541	(((((0-12)+3)+4567)-8)-9)
4542	(0123-((45-(67*8))*9))
4543	(((01+23)-4567)*(8-9))
4544	((((01-23)+4567)+8)-9)
4545	((((0*1234)+567)*8)+9)
4546	((((01-23)+4567)-8)+9)
4547	(((((0*12)-3)+4567)-8)-9)
4548	(((((0-12)*3)+4567)+8)+9)
4549	(((((01*2)-3)+4567)-8)-9)
4550	((((0*123)+4567)-8)-9)
4551	(((((0-12)-3)+4567)+8)-9)
4552	(((012+3)-4567)*(8-9))
4553	(((((0*12)+3)+4567)-8)-9)
4554	((012*345)+(6*(78-9)))
4555	((012*(345+(6*7)))-89)
4556	(((((01*2)*3)+4567)-8)-9)
4557	(((((0-12)+3)+4567)+8)-9)
4558	(((012-3)-4567)*(8-9))
4559	((((012-3)+4567)-8)-9)
4560	(0123+((45+6)*(78+9)))
4561	(((((0*1)-23)+4567)+8)+9)
4562	((((01-23)+4567)+8)+9)
4563	((012*((3+456)-78))-9)
4564	(((((01-2)-3)+4567)-8)+9)
4565	((((012+3)+4567)-8)-9)
4566	((((0*123)+4567)+8)-9)
4567	((((0123+456)-7)*8)-9)
4568	((((0*123)+4567)-8)+9)
4569	((012+345)+((6*78)*9))
4570	((012-34)-(56*(7-89)))
4571	(((((0*12)+3)+4567)-8)+9)
4572	(((((0*12)-34)*5)+678)*9)
4573	((((01*23)+4567)-8)-9)
4574	((((01+23)+4567)-8)-9)
4575	((((012-3)+4567)+8)-9)
4576	((012-(34*5))+(6*789))
4577	((((012-3)+4567)-8)+9)
4578	(((((0-1)+23)+45)*67)+89)
4579	(01234+(5*(678-9)))
4580	(((((01-2)-3)+4567)+8)+9)
4581	((((012+3)+4567)+8)-9)
4582	((012+3)-(4567*(8-9)))
4583	((((012+3)+4567)-8)+9)
4584	((((0*123)+4567)+8)+9)
4585	((((0123+456)-7)*8)+9)
4586	((((012*3)+4567)-8)-9)
4587	((((01+23)*4)*56)-789)
4588	(((((0-1)+23)+4567)+8)-9)
4589	((((01*23)+4567)+8)-9)
4590	((((0-123)-45)+678)*9)
4591	((((01*23)+4567)-8)+9)
4592	((((01+23)+4567)-8)+9)
4593	((((012-3)+4567)+8)+9)
4594	(((01+234)+(56*78))-9)
4595	((01*234)+((56-7)*89))
4596	((01+234)+((56-7)*89))
4597	((((01*2)*34)*56)+789)
4598	((01+((2*34)*56))+789)
4599	((((012+3)+4567)+8)+9)
4600	(01-(((23-456)-78)*9))
4601	((0123+4567)-89)
4602	((((012*3)+4567)+8)-9)
4603	((012*3)-(4567*(8-9)))
4604	((((012*3)+4567)-8)+9)
4605	((((012+3)*4)+(567*8))+9)
4606	(((((0-1)+23)+4567)+8)+9)
4607	((((01*23)+4567)+8)+9)
4608	((((01+23)+4567)+8)+9)
4609	(01234+((5*(67+8))*9))
4610	((((0-1)+234)+(56*78))+9)
4611	(((01*234)+(56*78))+9)
4612	(((01+234)+(56*78))+9)
4613	((((01*2)*34)+(567*8))+9)
4614	(((0-12)+34)-(56*(7-89)))
4615	((01234+(5*678))-9)
4616	((((0*1)-23)+4567)+(8*9))
4617	(((01-23)+4567)+(8*9))
4618	((0123+4567)-(8*9))
4619	((((01*23)*4)+(567*8))-9)
4620	((((0-12)*3)+4567)+89)
4621	((((012*((3-4)+56))*7)-8)+9)
4622	(((((01+23)+45)*67)+8)-9)
4623	(((0123*4)*(5+6))-789)
4624	(((012-34)*5)+(6*789))
4625	(((((01-2)+3)*4)*567)+89)
4626	((((0123*4)-56)+78)*9)
4627	(((012*(345+(6*7)))-8)-9)
4628	(((((012+34)+5)-6)+7)*89)
4629	((((01+2)*34)+(567*8))-9)
4630	((((0-12)+3)+4567)+(8*9))
4631	(((((012-3)+4)+567)*8)-9)
4632	((((0-1)-23)+4567)+89)
4633	((01234+(5*678))+9)
4634	(((01-23)+4567)+89)
4635	((((01+23)-45)+(67*8))*9)
4636	((0123-((4-567)*8))+9)
4637	((((01*23)*4)+(567*8))+9)
4638	((012+34)-(56*(7-89)))
4639	(((0*123)+4567)+(8*9))
4640	(((((01+23)+45)*67)+8)+9)
4641	((((0-12)-3)+4567)+89)
4642	((((0*12)+3)+4567)+(8*9))
4643	(((012*(345+(6*7)))+8)-9)
4644	((((01*2)+3)+4567)+(8*9))
4645	((((01*23)+45)*67)+89)
4646	(((0123-4)+(567*8))-9)
4647	((((0-12)+3)+4567)+89)
4648	(((012-3)+4567)+(8*9))
4649	(((((012-3)+4)+567)*8)+9)
4650	(((((0*1)-2)*3)+4567)+89)
4651	(((01-(2*3))+4567)+89)
